id,budget,runtime,revenue,release_month,release_day,release_year,release_dayofweek,release_quarter,high_budget_adjacency,is_collection,has_homepage,original_title_letter_count,original_title_word_count,overview_word_count,num_genres,genres_popularity,num_keywords,keywords_popularity,num_prod_companies,prod_companies_popularity,num_producers,producers_popularity,num_crew,num_director,director_popularity,num_prod_countries,prod_countries_popularity,language,num_spoken_lang,num_cast,num_females,is_lead_female,cast_popularity,top5_popularity,inflation_budget,scaled_budget,budget_num_cast_ratio,budget_runtime_ratio
488,4500000,65,3468423,3,16,2006,3,1,2,0,0,30,5,41,5,498.6,4,6,1,0,0,0,3,1,0.666666667,1,34,11,1,3,0,0,1.333333333,0.8,5553000,15.31958818,1500000,69230.76923
489,9000000,104,108782847,7,17,2014,3,3,1,0,1,18,3,30,2,438.5,18,25.44444444,5,34.8,7,0.671875,64,1,0.171875,2,969,0,1,41,13,0,2.463414634,4,9810000,16.01273525,219512.1951,86538.46154
490,250000,85,609524,4,5,1991,4,2,0,1,1,6,1,114,3,527,10,24.9,1,0,0,0,4,1,1.5,1,1790,0,1,5,0,0,4.4,4.4,376000,12.4292202,50000,2941.176471
491,590235,92,1725381,2,9,2009,0,1,0,1,0,12,3,78,3,642.6666667,11,2.272727273,1,0,6,0.233333333,30,1,0.1,1,48,0,2,12,2,1,3.25,6.4,696477.3,13.28827774,49186.25,6415.597826
492,35000000,92,63215872,10,22,2007,0,4,0,1,1,15,3,60,4,545.5,13,8.615384615,6,16.83333333,6,1.235294118,17,1,0.470588235,1,1790,0,1,8,2,0,7.75,9.8,42560000,17.37085865,4375000,380434.7826
493,12000000,95,66351,11,8,2012,3,4,2,1,0,8,1,29,3,699.3333333,14,11.64285714,5,4,4,0.294117647,51,1,0.039215686,2,969,0,1,34,5,0,2.294117647,6,13512000,16.30041729,352941.1765,126315.7895
495,2000000,97,7306,10,10,2009,5,4,1,1,0,12,2,20,4,570,2,2.5,4,0,0,0,2,1,0.5,1,1790,0,1,10,6,0,5.9,6.4,2360000,14.50865824,200000,20618.5567
496,25000000,99,11838218,10,10,1997,4,4,1,1,1,11,2,69,2,623,0,0,2,34.5,0,0.5,2,1,1.5,1,1790,0,1,15,2,0,2.8,3.2,34900000,17.03438642,1666666.667,252525.2525
497,2800000,80,3600000,4,21,2017,4,2,1,1,0,17,2,32,3,224.6666667,1,16,2,5.5,5,0.490566038,53,1,0.188679245,1,1790,0,1,10,2,0,1.7,1.8,2900800,14.84513033,280000,35000
498,15000000,84,44065653,11,5,1992,3,4,0,1,1,12,2,39,3,540.6666667,7,15.71428571,1,171,3,0.777777778,9,1,0.111111111,1,1790,0,1,15,2,0,3.733333333,7,22290000,16.52356083,1000000,178571.4286
500,80000000,89,473226958,9,21,2015,0,3,3,0,1,20,3,28,3,347.6666667,17,7,2,41.5,1,0.111111111,9,1,0.222222222,1,1790,0,2,22,5,0,5.090909091,8.4,85760000,18.19753721,3636363.636,898876.4045
502,57000000,123,52034889,10,6,2005,3,4,1,1,1,13,1,67,3,741,8,12.875,4,33.5,0,0.333333333,6,1,1,1,1790,0,1,13,4,0,8.230769231,16,71364000,17.85856184,4384615.385,463414.6341
504,25000000,128,13071518,9,15,1995,4,3,0,1,1,8,1,65,3,548.6666667,4,12,2,78.5,0,2,3,1,3.333333333,1,1790,0,1,78,2,0,2.435897436,10,35800000,17.03438642,320512.8205,195312.5
506,10000000,109,10759,11,2,2011,2,4,2,1,0,16,2,102,3,594.3333333,8,9.875,6,9,2,0.166666667,12,1,0.25,1,148,3,2,15,1,1,2.533333333,4.4,11440000,16.11809575,666666.6667,91743.11927
507,25000000,104,6673422,10,17,2008,4,4,0,1,0,18,3,75,2,910,4,34,4,0,8,4.142857143,14,1,0.642857143,1,1790,0,3,16,5,0,9.4375,16.6,29950000,17.03438642,1562500,240384.6154
508,60000000,131,102367405,3,6,1998,4,1,1,0,1,13,2,49,3,540.3333333,5,11.2,2,85.5,4,0.188679245,106,1,0.047169811,1,1790,0,1,31,5,0,3.290322581,9.2,82680000,17.90985514,1935483.871,458015.2672
509,60000,84,3221152,7,10,1998,4,3,1,1,0,2,1,31,3,635,9,1.555555556,4,0,1,1,10,1,1,1,1790,0,1,13,1,0,2.230769231,3,82680,11.00211651,4615.384615,714.2857143
510,6500000,89,13865435,12,4,2014,3,4,1,1,1,11,2,55,1,243,8,7.375,3,0,8,0.296296296,54,1,0.018518519,1,1790,0,1,11,1,1,2.181818182,3.4,7085000,15.68731289,590909.0909,73033.70787
511,910000,108,9600000,6,22,1954,0,2,0,1,1,17,3,73,2,732,6,24.83333333,2,41.5,1,0.272727273,11,1,0.181818182,1,1790,0,1,22,2,0,2.545454545,3.8,1974700,13.72120098,41363.63636,8425.925926
512,22000000,100,194647323,1,19,2017,3,1,0,1,0,15,3,20,4,553.25,8,15.25,7,25,4,0.15625,64,1,0.078125,1,1790,0,1,60,18,0,1.766666667,5.2,22792000,16.90655306,366666.6667,220000
513,1100000,107,2500000,1,28,2011,4,1,0,1,0,18,4,91,3,741,15,5.8,3,8.666666667,0,0,3,1,0.333333333,1,1790,0,1,10,6,1,1.8,2.2,1258400,13.91082165,110000,10280.37383
514,27000000,99,101646581,9,15,1994,3,3,0,0,1,7,1,26,4,467.5,4,13,6,26.16666667,3,1.533333333,15,1,1.266666667,2,911.5,0,1,15,2,0,4.133333333,7.8,39150000,17.11134746,1800000,272727.2727
516,12000000,99,21133087,9,10,1999,4,3,2,0,1,14,3,26,3,353,17,12.70588235,1,0,2,0.75,8,1,0.25,1,1790,0,1,12,5,0,4.083333333,7.4,16320000,16.30041729,1000000,121212.1212
517,2000000,156,6000000,4,14,2000,4,2,1,1,1,9,1,22,2,746,6,7.333333333,1,0,1,1,13,1,0.923076923,1,68,6,1,13,3,0,1.384615385,1.6,2684000,14.50865824,153846.1538,12820.51282
518,15000000,123,123726688,11,26,2014,2,4,1,1,0,24,4,32,2,746,8,10.125,1,23,7,0.604651163,86,1,0.023255814,1,264,0,4,45,7,0,1.911111111,4.2,16350000,16.52356083,333333.3333,121951.2195
519,149000000,141,820580447,5,30,2017,1,2,1,0,0,12,2,17,3,392.3333333,14,17.14285714,7,28.42857143,0,0,0,0,0,1,1790,0,2,20,0,0,0,0,154364000,18.81945687,7450000,1056737.589
520,32000000,137,28258060,9,7,2012,4,3,1,1,1,10,2,39,1,1089,10,1.7,3,4,4,0.357142857,56,1,0.107142857,1,1790,0,1,28,11,0,2.892857143,8.2,36032000,17.28124649,1142857.143,233576.6423
521,30000000,108,18195610,1,12,2001,4,1,0,1,0,9,1,27,3,692,14,6,4,20.75,7,2.095238095,21,1,0.19047619,2,942,0,1,20,3,0,3.25,6.6,39720000,17.21670797,1500000,277777.7778
523,10000000,105,28883511,12,24,2014,2,4,2,1,1,8,2,35,1,1089,3,10.66666667,4,3,9,5.428571429,14,1,1,2,942,0,3,38,15,1,2.710526316,7.4,10900000,16.11809575,263157.8947,95238.09524
524,13000000,220,122700000,10,5,1956,3,4,0,1,1,20,3,40,2,597,9,4,2,67,1,0.064516129,31,1,0.064516129,1,1790,0,1,40,12,0,2.125,3.8,27742000,16.38045999,325000,59090.90909
526,4000000,99,25345000,4,9,2011,5,2,0,1,1,21,5,52,4,499.25,9,12.66666667,3,0,1,0.125,8,1,0.25,1,264,0,2,11,2,1,2.181818182,2.6,4576000,15.20180517,363636.3636,40404.0404
527,20000000,109,17425000,7,1,2011,4,3,3,1,1,11,2,24,3,503.3333333,6,1.166666667,6,15.5,8,1.807692308,26,1,0.153846154,2,898.5,0,1,16,6,1,2.4375,3.6,22880000,16.81124288,1250000,183486.2385
528,62000000,87,41819064,6,20,2008,4,2,3,1,0,13,3,57,2,567,13,7.076923077,3,44.66666667,4,2.941176471,17,1,0.058823529,3,728,0,1,19,5,0,3.631578947,5,74276000,17.94264496,3263157.895,712643.6782
529,78146652,125,60000000,3,19,2009,3,1,2,1,0,9,1,33,3,503,1,21,4,51,3,0.211538462,52,1,0.115384615,2,960,0,4,34,4,0,3.235294118,9.8,92213049.36,18.17409779,2298430.941,625173.216
530,28000000,103,38159905,5,12,2006,4,2,1,1,1,12,3,30,5,523.2,10,3.4,3,15,6,1.636363636,22,1,0.272727273,1,1790,0,1,22,9,1,2.954545455,6,34552000,17.1477151,1272727.273,271844.6602
531,4100000,135,36000000,9,16,1953,1,3,0,0,1,8,2,75,1,1089,2,7,1,123,1,0.066666667,15,1,0.066666667,1,1790,0,1,24,4,0,1.791666667,2,8970800,15.22649778,170833.3333,30370.37037
533,18000000,107,9697739,6,6,1986,4,2,0,1,1,9,1,66,2,290,5,5.2,1,0,0,0,3,1,0.333333333,1,1790,0,1,8,3,1,5.375,5.8,28692000,16.70588237,2250000,168224.2991
534,40000000,107,126248813,7,3,2010,5,3,1,0,1,9,1,50,4,467.75,11,11.63636364,4,36.5,4,0.380952381,63,1,0.126984127,1,1790,0,3,12,1,0,6,8.6,46480000,17.50439004,3333333.333,373831.7757
535,4000000,105,46474,9,20,2007,3,3,0,1,0,13,2,68,2,746,10,13,2,18,3,0.625,8,1,0.125,3,700.6666667,0,1,8,1,0,3.125,2.8,4864000,15.20180517,500000,38095.2381
536,45000000,160,9323833,9,15,2008,0,3,1,1,1,19,4,29,2,585.5,6,10.83333333,4,12.75,3,0.666666667,12,1,0.833333333,2,916,0,3,25,3,0,5.32,7.4,53910000,17.62217307,1800000,281250
537,3000000,113,19184015,8,1,2002,3,3,2,1,1,31,4,54,1,731,4,5.75,0,0,4,1.2,10,2,0.4,1,1790,0,1,1,0,0,5,1,3918000,14.91412318,3000000,26548.67257
538,75000000,136,335062621,6,6,1996,3,2,0,1,1,8,2,57,3,540.6666667,6,8.166666667,2,9.5,5,1.266666667,30,1,0.266666667,1,1790,0,1,26,1,0,6.038461538,12.8,106050000,18.13299868,2884615.385,551470.5882
539,48000000,127,474171806,5,24,1989,2,2,0,0,0,34,6,43,2,494,18,7.333333333,2,67,4,1.673913043,46,1,0.630434783,1,1790,0,3,51,4,0,2.431372549,8.2,73920000,17.68671159,941176.4706,377952.7559
541,150000000,111,128388320,9,24,2015,3,3,3,1,1,3,1,66,3,256.3333333,7,8.142857143,4,42.75,4,0.409090909,22,1,0.181818182,1,1790,0,1,19,4,0,3.052631579,6,160800000,18.82614586,7894736.842,1351351.351
542,6900000,102,7993039,9,24,1993,4,3,0,1,1,18,3,55,2,910,9,16.11111111,3,0,3,4.125,8,1,2.25,1,1790,0,1,17,9,0,4.882352941,2.6,10129200,15.74703211,405882.3529,67647.05882
543,65000000,100,40002112,11,13,1998,4,4,2,0,1,37,8,47,3,353,17,17.94117647,3,27.66666667,4,0.692307692,78,1,0.038461538,1,1790,0,1,11,3,1,5,2.8,89570000,17.98989784,5909090.909,650000
544,79000000,179,926287400,12,18,2002,2,4,1,0,0,37,8,41,3,392.3333333,15,9.8,3,23,7,2.777777778,36,1,0.583333333,2,902,0,1,34,5,0,4.911764706,8.4,103174000,18.18495842,2323529.412,441340.7821
545,8000000,149,20000000,1,1,1969,2,1,0,1,1,13,2,49,4,573.25,7,2,1,157,1,0.1,10,1,0.1,1,1790,0,1,11,4,1,1.727272727,2.2,15200000,15.89495222,727272.7273,53691.27517
546,5800000,95,7000000,9,1,2006,4,3,0,1,0,9,1,42,3,692.3333333,4,21.75,3,0,5,0.607142857,28,1,0.071428571,1,1790,0,1,32,4,0,1.625,3.6,7157200,15.57336865,181250,61052.63158
547,30000000,125,105834556,12,13,2002,4,4,2,1,1,13,2,89,2,910,7,3.285714286,2,34.5,4,0.32,25,1,0.24,1,1790,0,1,14,6,0,3.857142857,6.8,39180000,17.21670797,2142857.143,240000
548,3500000,93,16324573,5,3,1990,3,2,0,1,1,34,6,72,4,449.25,13,6,3,44.66666667,2,0.173913043,23,1,0.130434783,1,1790,0,1,21,6,1,3.666666667,7.6,5327000,15.06827381,166666.6667,37634.4086
549,9000000,99,81705746,10,20,2016,3,4,2,0,0,21,4,57,2,438.5,8,13.25,5,34.8,0,0,3,1,1.333333333,1,1790,0,1,15,8,1,2.2,2.2,9486000,16.01273525,600000,90909.09091
551,13000000,81,97837138,9,9,2002,0,3,0,1,1,11,2,42,2,861.5,3,12.66666667,1,23,1,0.166666667,12,1,0.5,1,1790,0,2,10,3,0,9,12,16978000,16.38045999,1300000,160493.8272
552,49000000,120,104399548,3,4,2015,2,1,1,1,0,7,1,72,3,412,5,7.2,8,10.375,3,0.44,50,1,0.18,3,602.6666667,0,1,45,3,0,2.222222222,2.8,52528000,17.70733088,1088888.889,408333.3333
553,40000000,98,141591324,11,21,2003,4,4,2,1,0,7,1,76,2,438.5,8,3.125,3,73.66666667,7,0.461538462,117,1,0.05982906,1,1790,0,1,11,3,1,5.454545455,9,51520000,17.50439004,3636363.636,408163.2653
555,14500000,108,95789342,5,26,2001,5,2,2,1,1,10,1,87,2,178.5,8,12.625,12,0,3,0.625,8,1,0.125,1,33,12,7,38,1,0,1.026315789,1,19198000,16.48965928,381578.9474,134259.2593
558,8500000,96,22456509,9,27,2013,4,3,1,1,1,13,2,35,1,731,0,0,1,0,3,0.347826087,23,1,0.173913043,1,1790,0,1,16,7,1,3.125,6,9418000,15.95557684,531250,88541.66667
559,23000000,106,46152411,2,26,2016,4,1,1,1,0,15,3,80,3,641.6666667,9,18.66666667,4,33.75,5,1.555555556,9,1,0.222222222,3,728,0,3,27,3,0,3.037037037,6.4,24242000,16.95100482,851851.8519,216981.1321
560,2700000,118,37799643,10,17,1979,2,4,0,0,1,18,3,83,2,290,9,14.55555556,1,38,3,1.692307692,13,1,0.615384615,1,1790,0,3,9,1,0,1.888888889,2.2,4644000,14.8087627,300000,22881.35593
563,75000000,99,196482882,2,13,2004,4,1,1,1,1,14,3,65,2,567,5,8.8,4,15.25,6,0.416666667,108,1,0.055555556,1,1790,0,1,55,18,0,2.781818182,7.4,95250000,18.13299868,1363636.364,757575.7576
564,20000000,100,36606743,10,2,2015,4,4,3,1,0,5,1,36,1,1089,11,8.818181818,3,0,11,4.25,24,1,0.166666667,1,1790,0,2,27,6,0,3.259259259,7.2,21440000,16.81124288,740740.7407,200000
567,12000000,167,7900000,10,23,1960,5,4,0,1,1,9,2,34,5,442.6,5,3,3,12.66666667,3,0.454545455,11,1,0.181818182,1,1790,0,3,24,3,0,1.708333333,2.2,24744000,16.30041729,500000,71856.28743
568,40000000,91,36893721,1,26,2012,3,1,0,1,0,17,4,69,3,572.6666667,6,35.83333333,2,6.5,4,1.789473684,19,1,0.052631579,1,1790,0,1,17,8,1,3.764705882,5.8,45040000,17.50439004,2352941.176,439560.4396
569,12000000,100,17768012,4,20,2017,3,2,1,1,1,13,1,23,2,861.5,2,52.5,1,0,3,0.295774648,71,1,0.028169014,1,1790,0,1,18,8,1,2.555555556,4.4,12432000,16.30041729,666666.6667,120000
570,18000000,118,3900000,6,13,1986,4,2,0,1,1,21,3,52,2,441.5,11,10.36363636,1,0,2,0.363636364,11,1,0.272727273,1,1790,0,1,8,2,0,5.5,4.8,28692000,16.70588237,2250000,152542.3729
571,5000000,113,82719885,10,31,2002,3,4,0,0,1,13,3,53,3,375.3333333,19,11.68421053,2,0,1,0.138888889,36,1,0.083333333,1,264,0,2,22,4,0,2.681818182,4.2,6530000,15.42494867,227272.7273,44247.78761
572,7000000,89,16829545,4,11,2003,4,2,2,0,0,21,4,30,1,243,6,6.166666667,2,13,3,0.136363636,88,1,0.068181818,1,1790,0,1,27,5,0,2.074074074,2.8,9016000,15.76142085,259259.2593,78651.68539
573,80000000,117,74901339,1,29,2010,4,1,1,1,1,16,3,58,4,570,4,43.25,4,47.25,3,0.2125,80,1,0.075,2,1027,0,1,20,1,0,4.55,10.2,92960000,18.19753721,4000000,683760.6838
574,1000000,97,10013424,4,21,2001,5,2,1,1,1,21,3,41,1,731,7,18.42857143,5,4.6,2,0.095238095,21,1,0.095238095,1,1790,0,1,9,3,1,2.555555556,2.6,1324000,13.81551156,111111.1111,10309.27835
575,35000000,123,211952420,9,14,2016,2,3,1,0,1,20,3,77,1,731,10,20.3,5,40,0,0,5,1,0.2,4,554,0,1,18,8,1,4.333333333,8.2,36890000,17.37085865,1944444.444,284552.8455
577,16000000,96,48878502,8,24,1990,4,3,0,0,1,7,1,56,3,412,11,9,2,78.5,1,0.516666667,60,1,0.25,1,1790,0,1,21,2,0,3.666666667,6.6,24352000,16.58809934,761904.7619,166666.6667
579,16000000,114,12434778,6,29,2012,4,2,1,1,1,14,3,48,1,1089,1,117,2,39,2,2.166666667,12,1,0.333333333,1,1790,0,1,35,15,0,3.028571429,8.8,18016000,16.58809934,457142.8571,140350.8772
583,20000000,135,4001121,10,1,2007,0,4,0,1,0,14,3,34,2,579.5,11,7,9,0,4,1.3125,16,1,0.375,1,1790,0,1,18,7,1,6.666666667,9,24320000,16.81124288,1111111.111,148148.1481
584,19000000,108,25836616,1,19,1996,4,1,0,0,0,19,4,63,4,466,26,7.807692308,4,4.75,5,0.461538462,117,1,0.358974359,1,1790,0,2,33,5,0,4.515151515,9.2,26866000,16.75994959,575757.5758,175925.9259
586,10400000,161,310000000,12,23,2016,4,4,2,1,1,4,1,39,1,1089,4,31.75,2,27.5,4,0.333333333,27,1,0.074074074,1,68,1,1,9,2,0,1.444444444,1.8,10961600,16.15731646,1155555.556,64596.27329
587,1500000,162,4400000,11,12,2015,3,4,2,1,1,19,3,106,1,70,0,0,0,0,0,0,1,1,1,1,68,16,2,7,0,0,1.428571429,1.6,1608000,14.22097633,214285.7143,9259.259259
588,40000000,107,312242626,12,23,2016,4,4,2,0,1,32,5,64,3,368,17,14.58823529,4,4,4,0.701754386,57,1,0.421052632,4,105,0,1,12,5,1,2.916666667,5.6,42160000,17.50439004,3333333.333,373831.7757
589,90000,72,5000000,10,1,1958,1,4,0,1,1,7,1,20,2,438.5,11,18.36363636,1,0,1,0.363636364,11,1,0.181818182,1,1790,0,1,12,5,0,1.25,1.4,188820,11.40757606,7500,1250
590,28000000,134,5684789,12,25,1997,3,4,1,1,1,6,1,54,1,1089,8,2.625,1,51,2,0.473684211,19,1,0.421052632,1,1790,0,3,5,0,0,1,1,39088000,17.1477151,5600000,208955.2239
593,6000000,109,44703995,9,7,2008,6,3,1,1,0,12,2,64,2,746,12,9.583333333,4,0,3,0.295454545,44,1,0.227272727,1,1790,0,1,74,5,0,1.864864865,7.8,7188000,15.60727019,81081.08108,55045.87156
594,3000000,108,11176469,4,5,2013,4,2,0,0,1,15,2,25,2,746,11,9.272727273,5,3.8,7,1.171428571,35,1,0.685714286,2,897.5,0,3,17,2,0,2.117647059,4.6,3324000,14.91412318,176470.5882,27777.77778
597,8000000,120,21028755,11,12,1982,4,4,0,0,1,9,1,21,3,387.6666667,11,7.909090909,3,57,2,0.266666667,15,1,0.2,1,1790,0,2,21,4,0,3.19047619,3.2,13328000,15.89495222,380952.381,66666.66667
598,8000000,102,100523181,7,26,2006,2,3,1,1,0,20,3,26,2,910,15,14.06666667,3,7.666666667,7,0.419354839,62,2,0.048387097,1,1790,0,1,27,9,0,4.444444444,9.6,9872000,15.89495222,296296.2963,78431.37255
599,13000000,110,1151330,11,16,2006,3,4,3,1,1,8,1,22,1,1089,5,5.4,4,0,4,0.266666667,45,1,0.111111111,1,1790,0,2,13,6,1,8.076923077,11.4,16042000,16.38045999,1000000,118181.8182
600,35000000,112,42930462,2,21,2013,3,1,1,1,1,6,1,105,2,861.5,2,31,5,3,10,1.28,25,1,0.08,2,898.5,0,2,22,5,0,4.681818182,11.6,38780000,17.37085865,1590909.091,312500
601,15000000,110,356830601,5,16,1986,4,2,0,1,1,7,2,43,3,365.6666667,18,5.555555556,1,134,2,0.552631579,38,1,0.105263158,1,1790,0,1,15,2,0,5.2,7.6,23910000,16.52356083,1000000,136363.6364
602,12000000,100,60273173,9,11,2015,4,3,2,1,0,15,3,22,2,861.5,0,0,1,16,4,0.238095238,21,1,0.047619048,1,1790,0,1,36,9,0,2.166666667,3.4,12864000,16.30041729,333333.3333,120000
603,65000000,132,117487473,5,11,2001,4,2,2,1,1,15,3,58,4,620,11,11.27272727,4,12.5,3,0.136842105,95,1,0.094736842,1,1790,0,1,16,3,0,3.75,5.4,86060000,17.98989784,4062500,492424.2424
604,16000000,97,53478166,3,30,1999,1,1,0,1,1,26,6,67,3,741,14,12.85714286,3,17,3,0.324324324,37,1,0.027027027,1,1790,0,2,44,6,0,2.181818182,5.6,21760000,16.58809934,363636.3636,164948.4536
605,5500000,109,26414658,12,21,1977,2,4,0,1,1,12,2,44,4,677.5,24,7.875,2,85.5,1,0.6,20,1,0.45,1,1790,0,1,11,3,0,3.272727273,4.6,9658000,15.52025883,500000,50458.7156
606,100000,193,11000000,2,8,2015,6,1,0,1,1,21,5,100,3,425.3333333,5,5.2,1,0,2,0.127272727,55,1,0.145454545,1,1790,0,1,49,7,1,1.265306122,1.2,107200,11.51293546,2040.816327,518.134715
609,700000,77,31576,2,8,2007,3,1,1,1,1,20,3,67,1,1089,3,59.33333333,3,0,1,0.076923077,13,1,0.153846154,1,94,0,1,11,2,1,2.181818182,2.4,851200,13.45883704,63636.36364,9090.909091
611,12000000,82,3769990,8,14,1987,4,3,0,1,1,17,3,50,5,404.8,5,2.6,4,10,4,0.842105263,19,1,0.736842105,1,1790,0,3,21,2,0,2.523809524,2.2,18912000,16.30041729,571428.5714,146341.4634
612,8575000,145,1983204,6,1,2016,2,2,1,1,1,3,1,94,3,708.6666667,9,4.222222222,3,0,2,0.7,10,1,0.9,1,12,10,2,8,4,1,1,1,9038050,15.96436167,1071875,59137.93103
613,5000000,101,8203235,2,9,2004,0,1,2,1,1,13,2,48,2,861.5,14,0.357142857,5,0,3,0.5,10,1,0.2,2,909.5,0,1,13,3,0,5.153846154,7,6350000,15.42494867,384615.3846,49504.9505
614,17000000,95,16980098,1,23,2004,4,1,1,1,1,29,6,34,2,567,4,7.5,1,27,0,0,3,1,1.333333333,1,1790,0,1,11,5,0,6.909090909,6,21590000,16.64872396,1545454.545,178947.3684
615,6000000,158,28900000,4,27,1961,2,2,0,0,1,20,4,32,4,539.75,6,22.16666667,2,41.5,1,0.073170732,41,1,0.146341463,2,1027,0,3,24,2,0,2.375,3.4,12264000,15.60727019,250000,37974.68354
618,35000000,94,117270765,6,23,1993,2,2,2,0,1,17,3,39,2,467.5,1,0,3,57,3,0.358974359,39,1,0.102564103,1,1790,0,1,7,2,0,4.142857143,4.8,51380000,17.37085865,5000000,372340.4255
619,4500000,90,27092880,8,13,1982,4,3,0,1,1,28,5,77,1,731,24,18.54166667,2,78.5,3,1.2,15,1,0.533333333,1,1790,0,1,34,10,0,3.617647059,6.2,7497000,15.31958818,132352.9412,50000
621,70000000,105,177841558,9,24,1999,4,3,2,1,1,15,2,31,4,570,7,7.428571429,1,134,1,0.428571429,7,1,0.285714286,2,942,0,1,8,3,0,5.125,6.6,95200000,18.06400581,8750000,666666.6667
623,10000000,109,4073489,9,30,2016,4,3,2,1,1,6,1,28,2,597,10,21.9,4,8.25,4,0.24,50,1,0.04,2,1027,0,1,36,5,1,2.5,7.2,10540000,16.11809575,277777.7778,91743.11927
624,85000000,130,137298489,6,18,1993,4,2,1,1,1,16,3,49,5,422.4,9,4.444444444,2,25,3,0.06185567,97,1,0.051546392,1,1790,0,1,22,5,0,6.590909091,8,124780000,18.25816183,3863636.364,653846.1538
625,22000000,84,84772742,6,1,2001,4,2,2,1,1,10,2,69,2,671.5,8,16.625,2,11,5,0.371134021,97,1,0.020618557,1,1790,0,1,14,0,0,4.071428571,4.6,29128000,16.90655306,1571428.571,261904.7619
626,15000000,212,146900000,12,26,1959,4,4,0,1,1,7,1,174,4,545.5,12,9.75,1,63,3,0.098039216,51,1,0.039215686,1,1790,0,1,57,6,0,1.771929825,4.2,31200000,16.52356083,263157.8947,70754.71698
628,16000000,142,29251596,4,15,2016,4,2,0,1,0,3,1,15,3,778.3333333,2,8,1,0,1,0.222222222,9,1,0.222222222,1,68,1,1,12,3,0,1.666666667,2.2,16864000,16.58809934,1333333.333,112676.0563
629,6000000,116,6174491,11,4,2016,4,4,0,1,0,14,3,33,1,1089,8,18.5,4,0,11,1.043478261,23,1,0.52173913,1,1790,0,2,28,8,0,2.785714286,7.6,6324000,15.60727019,214285.7143,51724.13793
631,16000000,126,109502303,10,22,2004,4,4,2,1,0,8,1,32,3,741,7,7.142857143,3,7.666666667,2,0.25,28,1,0.214285714,1,1790,0,2,18,6,0,3.611111111,7.4,20320000,16.58809934,888888.8889,126984.127
632,10000000,125,1500000,10,29,1970,3,4,0,1,1,35,6,75,6,450.1666667,4,0,3,12.66666667,2,0.8,20,1,1.05,1,264,0,4,20,4,0,1.7,3.2,18820000,16.11809575,500000,80000
633,15000000,110,30102717,7,31,1991,2,3,0,1,1,13,2,74,4,677.5,7,11.28571429,1,0,4,1.916666667,12,1,0.5,1,1790,0,1,13,1,0,2.230769231,3.8,22560000,16.52356083,1153846.154,136363.6364
634,100000000,106,330579719,6,29,2005,2,2,1,0,1,14,2,59,4,356.5,24,10.95833333,5,24.6,8,0.585185185,135,1,0.059259259,2,960,0,1,19,5,0,3.210526316,5,125200000,18.42068075,5263157.895,943396.2264
636,27000000,102,20158808,4,5,1984,3,2,0,0,1,21,3,54,4,464.5,17,10.76470588,6,28.5,5,1,24,1,0.5,2,960,0,1,17,2,0,1.529411765,1.4,44010000,17.11134746,1588235.294,264705.8824
638,23000000,98,150816700,2,14,2008,3,1,1,0,1,22,5,57,3,520.6666667,11,3.909090909,3,24.66666667,8,0.684210526,38,1,0.131578947,1,1790,0,2,13,3,1,2.461538462,2,27554000,16.95100482,1769230.769,234693.8776
639,300000,105,1400000,2,5,1981,3,1,0,1,1,16,3,27,2,553.5,2,6,6,0,0,0,3,1,0.666666667,1,14,0,1,5,1,0,1.2,1.2,505200,12.61154109,60000,2857.142857
641,50000000,146,73956241,9,17,1999,4,3,1,1,1,13,2,24,1,1089,5,24,3,52.33333333,3,0.55,20,1,0.1,1,1790,0,1,79,9,0,2.367088608,6,68000000,17.72753358,632911.3924,342465.7534
642,50000000,95,97437106,10,1,2014,2,4,4,1,0,16,4,45,6,335.1666667,4,7.25,4,30.75,2,0.1875,16,1,0.1875,2,900.5,0,1,27,6,0,4.444444444,7,54500000,17.72753358,1851851.852,526315.7895
643,39000000,116,288752301,6,28,1988,1,2,0,1,1,17,3,50,2,567,8,18,2,67,4,0.75,12,1,0.333333333,1,1790,0,1,14,1,0,5.714285714,6.6,60762000,17.47907223,2785714.286,336206.8966
644,13000000,84,8026971,5,8,1998,4,2,1,1,1,3,1,15,2,567,4,36.75,3,23,0,0,2,1,0.5,1,1790,0,1,12,2,1,3,2.4,17914000,16.38045999,1083333.333,154761.9048
646,5000000,113,1000000,6,3,2010,3,2,3,1,0,14,2,76,3,699.3333333,0,0,1,0,1,0.363636364,11,1,0.363636364,1,48,0,1,32,5,0,2,5.2,5810000,15.42494867,156250,44247.78761
647,50000000,128,94000000,11,23,2005,2,4,0,1,0,7,1,66,2,861.5,13,4.384615385,6,31,7,0.833333333,48,1,0.3125,1,1790,0,6,31,3,0,5.774193548,15.2,62600000,17.72753358,1612903.226,390625
648,9000000,98,2500000,10,10,1968,2,4,0,1,1,10,1,25,1,249,5,1,3,44.66666667,1,0.6875,16,1,0.125,1,1790,0,1,31,15,1,1.225806452,1.8,17262000,16.01273525,290322.5806,91836.73469
650,30000000,85,192452832,9,4,2005,6,3,0,0,0,28,5,69,4,354.75,11,5.454545455,2,0,7,0.15942029,69,2,0.101449275,2,1027,0,1,20,3,0,2.15,3.4,37560000,17.21670797,1500000,352941.1765
