id,revenue_all features,revenue_without cast,revenue_without crew,revenue_sparse features,revenue_no budget,real_revenue
2928,227537700.0,155954990.0,337860450.0,181532080.0,81616860.0,431971116
2930,37398440.0,15439160.0,17713344.0,74658660.0,11647689.0,50907422
2931,5293053.0,4898949.0,9777704.0,48261390.0,5987333.5,30857814
2932,55226210.0,19845004.0,46177910.0,79341200.0,20269520.0,36754634
2933,55226840.0,36766628.0,72933370.0,44380412.0,32497716.0,20000000
2934,114291864.0,89799790.0,121768920.0,14268162.0,43535220.0,74608570
2935,55023596.0,66944016.0,53297956.0,16674014.0,73006990.0,77112176
2936,100543950.0,69458904.0,178196220.0,56304600.0,55960924.0,102000000
2938,22490940.0,14682189.0,26888268.0,33831620.0,12032931.0,48418160
2939,601190400.0,580366660.0,757083800.0,298587070.0,431489340.0,403170142
2940,23260492.0,26371420.0,26462772.0,2100088.2,9077148.0,120000
2942,15389033.0,19795784.0,39429340.0,33650908.0,8814191.0,6916869
2943,16778368.0,2825126.2,16249563.0,15749827.0,6045208.0,117629
2944,27468108.0,16291863.0,31130136.0,53755948.0,12132327.0,28921264
2945,171674880.0,90715464.0,94096450.0,29604468.0,71674290.0,89460381
2946,2067551.0,3608095.8,1128039.1,1284947.1,3277257.2,37600000
2947,952590.1,592914.2,518369.9,461451.44,1075158.4,1027757
2949,58416900.0,37187964.0,40317290.0,96629304.0,73220910.0,25182929
2950,8977798.0,3669948.0,20711368.0,754330.0,3862621.0,6000000
2951,130144560.0,90804100.0,103805820.0,203950240.0,16411313.0,114908830
2952,9633609.0,4677562.0,9999386.0,21564244.0,1595702.9,18704595
2953,39542010.0,28626180.0,53061720.0,34907084.0,43172130.0,65663276
2954,2353461.5,3715595.8,4050992.8,10742149.0,6743061.5,19125401
2955,97293784.0,47503204.0,138461020.0,66508372.0,28145092.0,13395939
2956,4780466.0,4641842.5,7942692.5,12315982.0,85923064.0,29536299
2958,81921930.0,70123544.0,111895860.0,78803540.0,41286376.0,35431113
2959,8020775.5,500318.9,8416714.0,15999834.0,469275.12,22730842
2960,6797037.0,4335384.0,4412076.5,1290859.9,6484256.5,4600000
2961,3648719.5,3523805.2,6298821.5,418236.1,3751475.5,1163967
2962,19145824.0,12130407.0,11163167.0,862113.06,6219646.5,125728258
2963,39341896.0,24036976.0,41348790.0,18095052.0,56125540.0,57330873
2965,273695.3,215219.42,301988.88,464833.88,179448.23,589244
2966,122386890.0,114225830.0,207289260.0,110764060.0,101762120.0,441809770
2967,21784836.0,12788434.0,25004272.0,38447188.0,18026776.0,87840042
2968,22712088.0,28595128.0,19418936.0,1142578.6,14294366.0,7600000
2969,14735522.0,11639494.0,16101657.0,34055950.0,6547808.5,2405420
2970,22363892.0,19410160.0,38865904.0,10973885.0,19923664.0,87754044
2971,27273384.0,44118524.0,52061820.0,24837480.0,44943140.0,411006740
2972,12455456.0,9342737.0,11952962.0,24704152.0,14366033.0,15379253
2975,24540112.0,22651736.0,55586784.0,13143243.0,41210456.0,10442808
2976,30634824.0,39251950.0,73120850.0,105277550.0,24064956.0,57881056
2977,6010962.5,3173598.5,3578054.8,28159856.0,3070218.8,15427192
2978,110274180.0,96065500.0,152447800.0,35567400.0,52411732.0,29700000
2980,67383930.0,44214388.0,115244090.0,156657380.0,11159335.0,77477008
2981,3187983.0,1452024.2,633395.8,760377.5,1593145.2,2500000
2983,93788.73,112662.76,391078.84,92004.84,707914.06,376597
2984,31791324.0,24108188.0,55018036.0,3328079.2,8104989.0,791830
2985,313091500.0,176908670.0,167381340.0,74583080.0,181537280.0,116643346
2986,99796720.0,81061144.0,193867870.0,130232960.0,147644800.0,14655628
2987,6088404.5,8184581.5,7486794.5,18000972.0,3534026.0,16605763
2992,4826251.0,6521167.5,9058400.0,16425593.0,5711911.5,91038276
2993,2052719.5,1717176.6,3682969.8,614260.8,2558459.2,1213880
2994,196660350.0,234041600.0,121086150.0,45967360.0,143746190.0,219417255
2998,46710748.0,36713160.0,70980730.0,14253148.0,25095292.0,89456761
2999,131987704.0,53951320.0,123881050.0,99631820.0,22346624.0,171963386
3000,126685110.0,58491820.0,141475250.0,60245044.0,61499628.0,82087155
